KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
CCSS.ELA-LITERACY.W.8.3.C	substandard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.
CCSS.ELA-LITERACY.W.8.3.D	substandard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.
CCSS.ELA-LITERACY.W.8.3.E	substandard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Provide a conclusion that follows from and reflects on the narrated experiences or events.
CCSS.ELA-LITERACY.W.8.4	standard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)
CCSS.ELA-LITERACY.W.8.5	standard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 8 here.)
CCSS.ELA-LITERACY.W.8.6	standard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others.
CCSS.ELA-LITERACY.W.8.7	standard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.
CCSS.ELA-LITERACY.W.8.8	standard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.
CCSS.ELA-LITERACY.W.8.9	standard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Draw evidence from literary or informational texts to support analysis, reflection, and research.
CCSS.ELA-LITERACY.W.8.9.A	substandard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Apply grade 8 Reading standards to literature (e.g., `Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new`).
CCSS.ELA-LITERACY.W.8.9.B	substandard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Apply grade 8 Reading standards to literary nonfiction (e.g., `Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced`).
CCSS.ELA-LITERACY.W.8.10	standard	English Language Arts Standards: Writing: Grade 8	ela-contentarea-standard	Writing	8	Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.
CCSS.ELA-LITERACY.W.9-10.1	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.
CCSS.ELA-LITERACY.W.9-10.1.A	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence.
CCSS.ELA-LITERACY.W.9-10.1.B	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level and concerns.
CCSS.ELA-LITERACY.W.9-10.1.C	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.
CCSS.ELA-LITERACY.W.9-10.1.D	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.W.9-10.1.E	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-LITERACY.W.9-10.2	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.
CCSS.ELA-LITERACY.W.9-10.2.A	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.
CCSS.ELA-LITERACY.W.9-10.2.B	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.
CCSS.ELA-LITERACY.W.9-10.2.C	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.
CCSS.ELA-LITERACY.W.9-10.2.D	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Use precise language and domain-specific vocabulary to manage the complexity of the topic.
CCSS.ELA-LITERACY.W.9-10.2.E	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.W.9-10.2.F	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).
CCSS.ELA-LITERACY.W.9-10.3	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.
CCSS.ELA-LITERACY.W.9-10.3.A	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.
CCSS.ELA-LITERACY.W.9-10.3.B	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.
CCSS.ELA-LITERACY.W.9-10.3.C	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
CCSS.ELA-LITERACY.W.9-10.3.D	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.
CCSS.ELA-LITERACY.W.9-10.3.E	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.
CCSS.ELA-LITERACY.W.9-10.4	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)
CCSS.ELA-LITERACY.W.9-10.5	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 9-10 here.)
CCSS.ELA-LITERACY.W.9-10.6	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology's capacity to link to other information and to display information flexibly and dynamically.
CCSS.ELA-LITERACY.W.9-10.7	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.
CCSS.ELA-LITERACY.W.9-10.8	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation.
CCSS.ELA-LITERACY.W.9-10.9	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Draw evidence from literary or informational texts to support analysis, reflection, and research.
CCSS.ELA-LITERACY.W.9-10.9.A	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Apply grades 9-10 Reading standards to literature (e.g., `Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]`).
CCSS.ELA-LITERACY.W.9-10.9.B	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Apply grades 9-10 Reading standards to literary nonfiction (e.g., `Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning`).
CCSS.ELA-LITERACY.W.9-10.10	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing	9-10	Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.
CCSS.ELA-LITERACY.W.11-12.1	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.
CCSS.ELA-LITERACY.W.11-12.1.A	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence.
CCSS.ELA-LITERACY.W.11-12.1.B	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level, concerns, values, and possible biases.
CCSS.ELA-LITERACY.W.11-12.1.C	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.
CCSS.ELA-LITERACY.W.11-12.1.D	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.W.11-12.1.E	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-LITERACY.W.11-12.2	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.
CCSS.ELA-LITERACY.W.11-12.2.A	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.
CCSS.ELA-LITERACY.W.11-12.2.B	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.
CCSS.ELA-LITERACY.W.11-12.2.C	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.
CCSS.ELA-LITERACY.W.11-12.2.D	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic.
CCSS.ELA-LITERACY.W.11-12.2.E	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.W.11-12.2.F	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).
CCSS.ELA-LITERACY.W.11-12.3	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.
CCSS.ELA-LITERACY.W.11-12.3.A	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.
CCSS.ELA-LITERACY.W.11-12.3.B	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.
CCSS.ELA-LITERACY.W.11-12.3.C	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).
CCSS.ELA-LITERACY.W.11-12.3.D	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.
CCSS.ELA-LITERACY.W.11-12.3.E	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.
CCSS.ELA-LITERACY.W.11-12.4	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)
CCSS.ELA-LITERACY.W.11-12.5	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)
CCSS.ELA-LITERACY.W.11-12.6	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.
CCSS.ELA-LITERACY.W.11-12.7	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.
CCSS.ELA-LITERACY.W.11-12.8	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.
CCSS.ELA-LITERACY.W.11-12.9	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Draw evidence from literary or informational texts to support analysis, reflection, and research.
CCSS.ELA-LITERACY.W.11-12.9.A	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Apply grades 11-12 Reading standards to literature (e.g., `Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics`).
CCSS.ELA-LITERACY.W.11-12.9.B	substandard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Apply grades 11-12 Reading standards to literary nonfiction (e.g., `Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., The Federalist, presidential addresses]`).
CCSS.ELA-LITERACY.W.11-12.10	standard	English Language Arts Standards: Writing: Grade 11-12	ela-contentarea-standard	Writing	11-12	Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.
CCSS.ELA-LITERACY.SL.K.1	standard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Participate in collaborative conversations with diverse partners about kindergarten topics and texts with peers and adults in small and larger groups.
CCSS.ELA-LITERACY.SL.K.1.A	substandard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Follow agreed-upon rules for discussions (e.g., listening to others and taking turns speaking about the topics and texts under discussion).
CCSS.ELA-LITERACY.SL.K.1.B	substandard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Continue a conversation through multiple exchanges.
CCSS.ELA-LITERACY.SL.K.2	standard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Confirm understanding of a text read aloud or information presented orally or through other media by asking and answering questions about key details and requesting clarification if something is not understood.
CCSS.ELA-LITERACY.SL.K.3	standard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Ask and answer questions in order to seek help, get information, or clarify something that is not understood.
CCSS.ELA-LITERACY.SL.K.4	standard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Describe familiar people, places, things, and events and, with prompting and support, provide additional detail.
CCSS.ELA-LITERACY.SL.K.5	standard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Add drawings or other visual displays to descriptions as desired to provide additional detail.
CCSS.ELA-LITERACY.SL.K.6	standard	English Language Arts Standards: Speaking and Listening: Kindergarten	ela-contentarea-standard	Speaking and Listening	K	Speak audibly and express thoughts, feelings, and ideas clearly.
CCSS.ELA-LITERACY.SL.1.1	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.
CCSS.ELA-LITERACY.SL.1.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion).
CCSS.ELA-LITERACY.SL.1.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Build on others' talk in conversations by responding to the comments of others through multiple exchanges.
CCSS.ELA-LITERACY.SL.1.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Ask questions to clear up any confusion about the topics and texts under discussion.
CCSS.ELA-LITERACY.SL.1.2	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Ask and answer questions about key details in a text read aloud or information presented orally or through other media.
CCSS.ELA-LITERACY.SL.1.3	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.
CCSS.ELA-LITERACY.SL.1.4	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly.
CCSS.ELA-LITERACY.SL.1.5	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.
CCSS.ELA-LITERACY.SL.1.6	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-LITERACY.SL.2.1	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.
CCSS.ELA-LITERACY.SL.2.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).
CCSS.ELA-LITERACY.SL.2.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Build on others' talk in conversations by linking their comments to the remarks of others.
CCSS.ELA-LITERACY.SL.2.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Ask for clarification and further explanation as needed about the topics and texts under discussion.
CCSS.ELA-LITERACY.SL.2.2	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.
CCSS.ELA-LITERACY.SL.2.3	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.
CCSS.ELA-LITERACY.SL.2.4	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.
CCSS.ELA-LITERACY.SL.2.5	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.
CCSS.ELA-LITERACY.SL.2.6	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-LITERACY.SL.3.1	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others' ideas and expressing their own clearly.
CCSS.ELA-LITERACY.SL.3.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.
CCSS.ELA-LITERACY.SL.3.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).
CCSS.ELA-LITERACY.SL.3.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others.
CCSS.ELA-LITERACY.SL.3.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Explain their own ideas and understanding in light of the discussion.
CCSS.ELA-LITERACY.SL.3.2	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
CCSS.ELA-LITERACY.SL.3.3	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Ask and answer questions about information from a speaker, offering appropriate elaboration and detail.
CCSS.ELA-LITERACY.SL.3.4	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace.
CCSS.ELA-LITERACY.SL.3.5	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.
CCSS.ELA-LITERACY.SL.3.6	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 3 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-LITERACY.SL.4.1	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others' ideas and expressing their own clearly.
CCSS.ELA-LITERACY.SL.4.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.
CCSS.ELA-LITERACY.SL.4.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Follow agreed-upon rules for discussions and carry out assigned roles.
CCSS.ELA-LITERACY.SL.4.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others.
CCSS.ELA-LITERACY.SL.4.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.
CCSS.ELA-LITERACY.SL.4.2	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
CCSS.ELA-LITERACY.SL.4.3	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Identify the reasons and evidence a speaker provides to support particular points.
CCSS.ELA-LITERACY.SL.4.4	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.
